friction_coefficient,wind_force
0.5520068685520868,-9.528123606149162
0.3145845156309345,-6.46279620359439
0.317542738364626,5.8975340740125795
0.8126461997766189,2.264626275439616
0.7114668560224129,3.412553391316157
0.632677530198655,-4.622080416434995
0.3247246774547995,-1.016537603882167
0.9606417064252665,-3.4737201577865395
0.9012506420699685,-0.6327199070894007
0.7778453382670886,5.710524864289319
0.7679927840422575,3.889784725872243
0.2029555582680755,-0.3629455898360163
0.24049415926774076,-4.391207744859904
0.2518658996965499,5.295991494979443
0.8878009916556424,-8.561975655586394
0.4523090462677527,3.645273145200038
0.711752744718838,-8.064086426765979
0.9340369636291691,-9.760752210021415
0.2585965866423958,4.095610407457848
0.8686432952553741,9.442309779980825
0.5644561011289835,-8.804047201171635
0.15189414401663287,9.517689965205609
0.3278988827482636,-4.156475728430551
0.24626468270770366,9.00678482020076
0.8333650333959465,-1.45391078955549
0.939827422603717,1.4856988518292837
0.27011244121908,4.888660847528579
0.814080425516874,-0.7839089313143077
0.6509418227615376,5.6246033693901865
0.6438656566473264,-6.628326103132133
0.6751819727940802,-5.439932246753678
0.24226602980275924,-9.93424149185229
0.14151390739294029,4.371954487464393
0.4907875769487159,-9.013558555164348
0.4822023856568929,-5.801857380070832
0.10387477590826734,-2.0198369354740358
0.5349518374571361,-7.021125159828183
0.42827901180442274,-8.880530120402561
0.5235845963131565,-0.40236115127747674
0.36149480683563495,-2.5768367979158047
0.3932937339967443,7.9955465955687295
0.26936569010617445,1.7552358468507698
0.7992010958551765,-7.606615692188856
0.637960442393649,5.331536681560674
0.946913527921803,-6.355936221818499
0.9985195031310606,1.328848383983189
0.11584808609835766,-8.03857009319406
0.734665856798218,-1.5515129129649292
0.5521921289490389,-8.813185151647652
0.4325575815698742,-1.3844952560487478
0.3016873802061437,-3.7218085213431618
0.29481017751988586,-2.4415832332033798
0.5037351557982375,8.287665693637624
0.4061574812716393,-8.756155013912334
0.5336662713884567,-4.389246274155136
0.5024233421445844,-1.7488921522455474
0.7603241777224247,-0.48295999758312824
0.1195241673487153,5.786533712539439
0.5128698129108487,-9.152688585166162
0.4953780634761811,2.8356100214437614
0.11349295273327104,-3.463012528637515
0.3120074493448255,2.4435481823820737
0.4551412088586969,-7.077771444170753
0.32742268324259516,2.1760785311917132
0.9652552748847635,-4.07121832842191
0.5743960764877428,6.062604205526686
0.505909803984792,-7.346119781550136
0.39558832797146315,2.7623531034110336
0.5600060260317873,-8.846638367515908
0.9013484325931924,3.704398472665787
0.7993109304943059,-6.262803189978705
0.8830012615310783,-3.5012011625783774
0.564064359570601,-6.095373233834767
0.2810558190747999,0.6128220221870269
0.5034544990514993,9.077667998449385
0.2743550653905458,-6.592957733673188
0.4141027511032971,5.481125297998968
0.44310532169027605,-7.173979732739648
0.953915325146544,9.991846212389135
0.15626546421208537,3.9625348586473024
0.5547572328607038,6.48672116011474
0.11713250173182951,-3.240381106195933
0.9167718798686494,7.1587774991379085
0.2903469462076789,4.816697414288631
0.5280423760277867,-1.8977367757099284
0.9762213505442341,-5.0800664046217285
0.7653683701830877,-2.331084991277277
0.2508061553702484,-2.359226267798449
